Time,Curr_temp,Set_temp
1885,64.15,30.0
1886,64.14,30.0
1887,64.14,30.0
1888,64.13,30.0
1889,64.13,30.0
1890,64.13,30.0
1891,64.12,30.0
1892,64.12,30.0
1893,64.12,30.0
1894,64.12,30.0
1895,64.11,30.0
1896,64.12,30.0
1897,64.12,30.0
1898,64.12,30.0
1899,64.12,30.0
1900,64.11,30.0
1901,64.11,30.0
1902,64.11,30.0
1903,64.11,30.0
1904,64.11,30.0
1905,64.12,30.0
1906,64.12,30.0
1907,64.12,30.0
1908,64.12,30.0
1909,64.12,30.0
1910,64.12,30.0
1911,64.12,30.0
1912,64.13,30.0
1913,64.13,30.0
1914,64.13,30.0
1915,64.13,30.0
1916,64.13,30.0
1917,64.14,30.0
1918,64.13,30.0
1919,64.12,30.0
1920,64.12,30.0
1921,64.11,30.0
1922,64.11,30.0
1923,64.12,30.0
1924,64.12,30.0
1925,64.11,30.0
1926,64.12,30.0
1927,64.11,30.0
1928,64.11,30.0
1929,64.09,30.0
1930,64.09,30.0
1931,64.08,30.0
1932,64.08,30.0
1933,64.08,30.0
1934,64.08,30.0
1935,64.09,30.0
1936,64.09,30.0
1937,64.09,30.0
1938,64.09,30.0
1939,64.09,30.0
1940,64.08,30.0
1941,64.08,30.0
1942,64.08,30.0
1943,64.07,30.0
1944,64.05,30.0
1945,64.06,30.0
1946,64.06,30.0
1947,64.06,30.0
1948,64.06,30.0
1949,64.07,30.0
1950,64.06,30.0
1951,64.06,30.0
1952,64.07,30.0
1953,64.07,30.0
1954,64.08,30.0
1955,64.08,30.0
1956,64.09,30.0
1957,64.1,30.0
1958,64.08,30.0
1959,64.1,30.0
1960,64.1,30.0
1961,64.1,30.0
1962,64.12,30.0
1963,64.12,30.0
1964,64.13,30.0
1965,64.13,30.0
1966,64.14,30.0
1967,64.14,30.0
1968,64.15,30.0
1969,64.15,30.0
1970,64.15,30.0
1971,64.14,30.0
1972,64.15,30.0
1973,64.15,30.0
1974,64.15,30.0
1975,64.16,30.0
1976,64.16,30.0
1977,64.15,30.0
1978,64.16,30.0
1979,64.16,30.0
1980,64.15,30.0
1981,64.15,30.0
1982,64.16,30.0
1983,64.14,30.0
1984,64.14,30.0
1985,64.14,30.0
1986,64.13,30.0
1987,64.13,30.0
1988,64.12,30.0
1989,64.13,30.0
1990,64.12,30.0
1991,64.12,30.0
1992,64.12,30.0
1993,64.12,30.0
1994,64.12,30.0
1995,64.13,30.0
1996,64.13,30.0
1997,64.13,30.0
1998,64.13,30.0
1999,64.15,30.0
2000,64.15,30.0
2001,64.16,30.0
2002,64.17,30.0
2003,64.16,30.0
2004,64.17,30.0
2005,64.17,30.0
2006,64.18,30.0
2007,64.19,30.0
2008,64.19,30.0
2009,64.19,30.0
2010,64.19,30.0
2011,64.19,30.0
2012,64.2,30.0
2013,64.2,30.0
2014,64.19,30.0
2015,64.2,30.0
2016,64.2,30.0
2017,64.2,30.0
2018,64.19,30.0
2019,64.18,30.0
2020,64.16,30.0
2021,64.16,30.0
2022,64.15,30.0
2023,64.14,30.0
2024,64.14,30.0
2025,64.13,30.0
2026,64.13,30.0
2027,64.12,30.0
2028,64.11,30.0
2029,64.11,30.0
2030,64.12,30.0
2031,64.11,30.0
2032,64.1,30.0
2033,64.1,30.0
2034,64.1,30.0
2035,64.09,30.0
2036,64.09,30.0
2037,64.09,30.0
2038,64.08,30.0
2039,64.09,30.0
2040,64.09,30.0
2041,64.09,30.0
2042,64.09,30.0
2043,64.09,30.0
2044,64.1,30.0
2045,64.1,30.0
2046,64.1,30.0
2047,64.1,30.0
2048,64.1,30.0
2049,64.1,30.0
2050,64.1,30.0
2051,64.1,30.0
2052,64.1,30.0
2053,64.1,30.0
2054,64.1,30.0
2055,64.09,30.0
2056,64.09,30.0
2057,64.09,30.0
2058,64.08,30.0
2059,64.08,30.0
2060,64.09,30.0
2061,64.08,30.0
2062,64.08,30.0
2063,64.08,30.0
2064,64.08,30.0
2065,64.08,30.0
2066,64.09,30.0
2067,64.09,30.0
2068,64.1,30.0
2069,64.1,30.0
2070,64.11,30.0
2071,64.11,30.0
2072,64.12,30.0
2073,64.12,30.0
2074,64.12,30.0
2075,64.12,30.0
